ma_khach_hang,ma_san_pham,ten_san_pham,diem_trung_binh,Rating
1949,422207792,"Mặt Nạ Banobagi Dưỡng Sáng, Chăm Sóc Da Mụn 30gx10 Miếng",4.8,5.015264511108398
1949,422209705,"Mặt Nạ Banobagi Dưỡng Sáng, Se Lỗ Chân Lông (Nâu) 30g",4.8,5.007509708404541
1950,422209262,Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml),5.0,4.987299919128418
1950,422207791,"Mặt Nạ Banobagi Dưỡng Sáng, Nâng Tông Da 30gx10 Miếng",4.8,4.64993143081665
1950,422207812,Combo Cocoon Big Size Tẩy Da Chết Toàn Thân 600ml & Mặt Từ Cà Phê Đắk Lắk 150ml,5.0,4.984028339385986
1950,422207795,"Mặt Nạ Banobagi Dưỡng Sáng Da, Mờ Thâm Nám 30gx10 Miếng",4.8,4.643591403961182
1950,422201774,Bộ Sản Phẩm Hada Labo Dưỡng Ẩm Da 3 Món (Kem Rửa Mặt 15g + Dung Dịch Dưỡng 20ml + Kem Dưỡng 12g),5.0,4.971057891845703
1951,100160022,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,4.4,4.658398628234863
1951,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.757631301879883
1951,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.737460613250732
1951,201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,5.002960681915283
1951,422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",5.0,4.980214595794678
1952,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.739242076873779
1952,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.754571437835693
1952,422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",5.0,4.968255519866943
1952,100160022,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,4.4,4.651163101196289
1952,201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,4.992305278778076
1953,201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,4.992305278778076
1953,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.754571437835693
1953,100160022,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,4.4,4.651163101196289
1953,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.739242076873779
1953,422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",5.0,4.968255519866943
1954,422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",5.0,4.968255519866943
1954,100160022,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,4.4,4.651163101196289
1954,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.754571437835693
1954,201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,4.992305278778076
1954,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.739242076873779
1955,422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",5.0,4.950883388519287
1955,201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,4.98042106628418
1955,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.776515007019043
1955,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.772185325622559
1955,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.676238059997559
1956,201600166,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",5.0,4.972228050231934
1956,422207629,Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,4.575452327728271
1956,422203173,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",5.0,4.955406665802002
1956,100160022,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,4.4,4.717841148376465
1956,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.613897800445557
1957,422211548,Combo 2 Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,4.8,4.508971214294434
1957,422211549,Combo 2 Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Ngày 50g,4.8,4.50169038772583
1957,308500001,Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,4.944879055023193
1957,206400019,Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,4.8,4.501115322113037
1957,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.505512714385986
1958,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.975620746612549
1958,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.982396602630615
1958,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.973788738250732
1958,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.112266063690186
1958,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.961692810058594
1959,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,3.062093496322632
1960,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.240548610687256
1960,249500014,Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Ngừa Mụn 25g,4.9,4.963332176208496
1960,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.970989227294922
1960,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.993206977844238
1960,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.954390525817871
1961,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.961692810058594
1961,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.973788738250732
1961,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.112266063690186
1961,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.982396602630615
1961,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.975620746612549
1962,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.112266063690186
1962,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.973788738250732
1962,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.975620746612549
1962,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.982396602630615
1962,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.961692810058594
1963,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.963162422180176
1963,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.963140964508057
1963,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,5.134867191314697
1963,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.993529796600342
1963,422209052,"Kem Dưỡng Swiss Image Sáng Da, Giảm Thâm Nám Ban Đêm 50ml",4.9,4.973418235778809
1964,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.259232044219971
1964,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,5.014617443084717
1964,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,5.030491352081299
1964,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,5.04282283782959
1964,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,5.07040548324585
1965,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.982396602630615
1965,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.961692810058594
1965,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.975620746612549
1965,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.973788738250732
1965,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.112266063690186
1966,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.979113101959229
1966,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.942080020904541
1966,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,4.946496486663818
1966,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.941189765930176
1966,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.0947265625
1967,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.933599948883057
1967,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.951040267944336
1967,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.594244480133057
1967,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.574281215667725
1967,422209052,"Kem Dưỡng Swiss Image Sáng Da, Giảm Thâm Nám Ban Đêm 50ml",4.9,4.62214183807373
1969,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,4.831146717071533
1969,422206248,"Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.932847023010254
1969,422209052,"Kem Dưỡng Swiss Image Sáng Da, Giảm Thâm Nám Ban Đêm 50ml",4.9,4.780337333679199
1969,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.968306064605713
1969,422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.7,4.916849136352539
1971,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,5.095186233520508
1971,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,5.09507417678833
1971,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,5.292320728302002
1971,422209053,"Serum Swiss Image Dưỡng Sáng Da, Giảm Xỉn Màu 30ml",5.0,5.192312240600586
1971,422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,5.0,5.110783100128174
1972,222600049,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 400ml,5.0,4.638338565826416
1972,422209046,Nước Hoa Hồng Swiss Image Cho Da Hỗn Hợp Và Da Dầu 200ml,5.0,4.56673526763916
1972,222600006,Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,4.573886394500732
1972,422208238,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,4.603458404541016
1972,222600052,Nước Tẩy Trang Bio-essence Không Cồn Sạch Sâu Da 100ml,5.0,4.638338565826416
1973,422203145,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,4.957201957702637
1973,422207413,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.4,4.960112571716309
1973,249500027,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),4.4,4.952860355377197
1973,249500019,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),4.4,4.950707912445068
1973,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,4.88883638381958
1974,331300017,Sữa Rửa Mặt Curél Dạng Bọt Dành Cho Da Dầu 150ml,4.5,5.503193378448486
1974,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.594555854797363
1974,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.619418621063232
1974,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.624261856079102
1974,248700057,Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,5.605381011962891
1975,422203145,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,3.973156929016113
1975,422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,4.5,3.986574649810791
1975,223600036,Chống Nắng Serum Senka 3 In 1 Dưỡng Sáng Da Nâng Tông 40g,4.4,3.989777803421021
1975,249500019,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),4.4,3.964510679244995
1975,422207413,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.4,3.972063541412354
1976,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.124779224395752
1976,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.396340370178223
1976,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.346372127532959
1976,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.365800380706787
1976,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.130599498748779
1977,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.517870903015137
1977,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.657246589660645
1977,422212361,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Sữa 50g,5.0,5.497778415679932
1977,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.677170753479004
1977,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.632209300994873
1978,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.751301288604736
1978,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.760290145874023
1978,256700001,"Bột Cám Gạo Milaganics Dưỡng Da Sáng Mịn, Mờ Thâm 100g",4.9,5.600518703460693
1978,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.564441680908203
1978,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.72324800491333
1979,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.393215179443359
1979,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.343086719512939
1979,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.362676620483398
1979,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.127034664154053
1979,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.12217378616333
1980,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.127033710479736
1980,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121850490570068
1980,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391811370849609
1980,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.341695785522461
1980,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.361241817474365
1981,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.361241817474365
1981,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121850490570068
1981,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.341695785522461
1981,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.127033710479736
1981,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391811370849609
1982,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.086476802825928
1982,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.247077465057373
1982,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.225844383239746
1982,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.273518562316895
1982,422207736,"Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,5.077191829681396
1983,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.541448593139648
1983,422212361,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Sữa 50g,5.0,5.332669258117676
1983,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.35564136505127
1983,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.586291790008545
1983,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.567071437835693
1984,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.390049457550049
1984,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121646404266357
1984,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.339915752410889
1984,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.126319885253906
1984,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.359524250030518
1985,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.390049457550049
1985,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.339915752410889
1985,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.126319885253906
1985,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.359524250030518
1985,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121646404266357
1986,422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,4.964921474456787
1986,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.14369535446167
1986,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,4.973731517791748
1986,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.201953887939453
1986,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.170103073120117
1987,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.127033710479736
1987,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.341695785522461
1987,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.361241817474365
1987,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121850490570068
1987,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391811370849609
1988,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.080756187438965
1988,422207413,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.4,4.962396621704102
1988,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.018102169036865
1988,422203145,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,4.958897113800049
1988,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.033027648925781
1989,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.132090091705322
1989,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.345863819122314
1989,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.365356922149658
1989,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.395763874053955
1989,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.127135276794434
1990,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.34102725982666
1990,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391196727752686
1990,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.122036457061768
1990,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.360738277435303
1990,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.125964164733887
1991,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.127033710479736
1991,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.361241817474365
1991,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391811370849609
1991,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121850490570068
1991,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.341695785522461
1992,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.359738349914551
1992,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.39036750793457
1992,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.340170860290527
1992,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.125166416168213
1992,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.119906902313232
1993,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391196727752686
1993,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.360738277435303
1993,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.34102725982666
1993,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.125964164733887
1993,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.122036457061768
1994,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.127925872802734
1994,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.361578464508057
1994,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.121528625488281
1994,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.3421950340271
1994,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.392252445220947
1995,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.122036457061768
1995,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.360738277435303
1995,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391196727752686
1995,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.34102725982666
1995,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.125964164733887
1996,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.359738349914551
1996,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.119906902313232
1996,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.39036750793457
1996,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.340170860290527
1996,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.125166416168213
1997,422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,5.361207485198975
1997,422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,5.341557025909424
1997,204100013,Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,5.124175071716309
1997,422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,5.391825199127197
1997,422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5.119368553161621
